ticket_id,subject,description,category,priority,resolution_time_hours
207340,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,16
202790,Refund request,"Please help, refund request",Billing,Low,15
200414,Unlock my user account,Urgent: Unlock my user account,Account,High,8
208490,Add bulk upload capability,Add bulk upload capability - please checking,Feature Request,Critical,1
209719,Add bulk upload capability,Add bulk upload capability - please checking,Feature Request,Low,23
203311,Refund request,Issues with: Refund request,Billing,Low,39
205840,Error 404 not found,Urgent: Error 404 not found,Technical,High,5
205638,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,16
205495,API endpoint returning 500,Getting error: API endpoint returning 500,Technical,High,3
200366,Need to update profile details,Urgent: Need to update profile details,Account,High,6
200507,Two-factor authentication issue,Urgent: Two-factor authentication issue,Account,High,7
209006,Need export to PDF feature,Help needed: Need export to PDF feature,Feature Request,Low,20
205631,Page loading very slow,Page loading very slow,Technical,Medium,17
205659,Integration not syncing data,Integration not syncing data,Technical,Low,33
201566,Two-factor authentication issue,Urgent: Two-factor authentication issue,Account,High,3
202205,Change email address,Customer reports: Change email address,Account,Low,9
205707,Integration not syncing data,"Please help, integration not syncing data",Technical,Low,30
209858,Calendar view needed,Calendar view needed,Feature Request,Low,12
201098,Cannot login to my account,Cannot login to my account,Account,Low,47
206910,Bug in the reporting widget,Issues with: Bug in the reporting widget,Technical,High,3
200864,Need to update profile details,Need to update profile details,Account,Medium,4
208678,Please add more user roles,Help needed: Please add more user roles,Feature Request,Low,15
203330,Double charged for subscription,"Please help, double charged for subscription",Billing,Low,42
209984,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Feature Request,Low,8
207519,Please add more user roles,Getting error: Please add more user roles,Feature Request,High,8
200746,Profile picture upload failed,"Please help, profile picture upload failed",Account,High,5
209126,Mobile responsive design request,Urgent: Mobile responsive design request,Feature Request,High,4
205709,Page loading very slow,Getting error: Page loading very slow,Technical,High,2
203023,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Critical,1
200787,Profile picture upload failed,"Please help, profile picture upload failed",Account,High,6
205997,API endpoint returning 500,Customer reports: API endpoint returning 500,Technical,Low,35
207319,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,47
209508,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Feature Request,Low,15
206459,API endpoint returning 500,Getting error: API endpoint returning 500,Technical,High,7
203083,Update credit card information,Update credit card information,Billing,Low,27
206980,Page loading very slow,Page loading very slow,Account,Medium,4
208821,Add bulk upload capability,Urgent: Add bulk upload capability,Technical,High,7
202081,Forgot my password,Getting error: Forgot my password,Account,High,7
200626,Change email address,Customer reports: Change email address,Account,Low,36
200071,Delete my account,"Please help, delete my account",Account,Low,47
200132,Account locked out,"Please help, account locked out",Account,Low,30
204063,Cancel my billing,Urgent: Cancel my billing,Technical,High,4
203324,Payment method declined,"Please help, payment method declined",Billing,Low,46
202689,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,30
201199,Account locked out,Help needed: Account locked out,Technical,Low,31
209506,Need export to PDF feature,Urgent: Need export to PDF feature,Account,High,4
205142,Error 404 not found,Urgent: Error 404 not found,Technical,High,6
209870,Add dark mode support,"Please help, add dark mode support",Feature Request,Low,14
209307,Requesting API documentation,Help needed: Requesting API documentation,Feature Request,Medium,4
204416,Payment method declined,"Please help, payment method declined",Billing,Low,33
205509,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,14
203678,Upgrade my plan,Upgrade my plan,Billing,High,8
206070,System outage,Issues with: System outage,Technical,Critical,3
205026,App crashes on startup,Getting error: App crashes on startup,Technical,Critical,2
207622,Add bulk upload capability,Getting error: Add bulk upload capability,Feature Request,High,8
204588,Cancel my billing,Getting error: Cancel my billing,Billing,High,8
202679,Double charged for subscription,Issues with: Double charged for subscription,Billing,Low,46
207326,Page loading very slow,Issues with: Page loading very slow,Technical,Medium,11
205615,Page loading very slow,Urgent: Page loading very slow,Technical,High,8
205376,Page loading very slow,Getting error: Page loading very slow,Technical,High,4
205018,API endpoint returning 500,API endpoint returning 500,Technical,Low,38
200045,Profile picture upload failed,Urgent: Profile picture upload failed,Account,High,3
205692,Mobile app unresponsive,Mobile app unresponsive - please checking,Technical,Low,8
203817,Need invoice for last month,Need invoice for last month,Billing,Low,24
200240,Two-factor authentication issue,Issues with: Two-factor authentication issue,Account,Low,30
206261,Bug in the reporting widget,Bug in the reporting widget - please checking,Billing,Medium,23
209511,Support for multiple languages,Getting error: Support for multiple languages,Technical,High,6
203481,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,26
206527,Integration not syncing data,"Please help, integration not syncing data",Technical,Low,31
205219,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,3
209089,Add custom fields to reports,Add custom fields to reports,Feature Request,Low,21
207507,Calendar view needed,Calendar view needed,Feature Request,Low,43
205121,Database connection failed,Help needed: Database connection failed,Technical,High,2
209038,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,28
205370,Screen freezes when clicking save,Issues with: Screen freezes when clicking save,Technical,Low,22
203801,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,8
206397,System outage,System outage - please checking,Technical,Critical,2
207193,App crashes on startup,App crashes on startup,Technical,Critical,3
201992,Cannot login to my account,Urgent: Cannot login to my account,Account,High,7
205591,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Low,11
209737,Requesting API documentation,Help needed: Requesting API documentation,Feature Request,Low,21
202500,Need invoice for last month,Urgent: Need invoice for last month,Billing,High,5
202906,Upgrade my plan,Customer reports: Upgrade my plan,Billing,Low,17
200079,Two-factor authentication issue,Help needed: Two-factor authentication issue,Account,Medium,22
205648,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,24
202174,Two-factor authentication issue,Two-factor authentication issue - please checking,Account,Low,10
208466,Add custom fields to reports,Help needed: Add custom fields to reports,Feature Request,Low,36
206310,Bug in the reporting widget,Issues with: Bug in the reporting widget,Technical,Medium,24
201321,Two-factor authentication issue,Getting error: Two-factor authentication issue,Account,High,8
204821,Cancel my billing,"Please help, cancel my billing",Billing,Low,20
201340,Delete my account,Getting error: Delete my account,Billing,High,8
200124,Change email address,Issues with: Change email address,Account,Low,25
207240,API endpoint returning 500,Issues with: API endpoint returning 500,Feature Request,Low,37
207790,Add custom fields to reports,Urgent: Add custom fields to reports,Feature Request,High,4
209827,Add custom fields to reports,Help needed: Add custom fields to reports,Feature Request,Low,23
